mes,numero,dia_semana,dia_num,nombre_cliente,apellido_cliente,agencia,tipo_pasapalo,cantidad,costo_unitario,precio_por_pasapalo,total_a_pagar,ubicacion_agencia,mantenimiento_agencia
enero,7819,lunes,15,Mia,Sanchez,la alegria,0,35,1.25,3.24,113.4,san cristobal,515
febrero,2678,lunes,23,Andrea,Sanchez,la alegria,2,73,0.83,3.38,246.74,san cristobal,782
marzo,6715,martes,9,Lucas,Perez,la alegria,0,46,1.25,3.24,149.04,caracas,535
enero,1879,viernes,8,Pedro,Garcia,la alegria,0,42,1.25,3.24,136.08,cucuta,515
marzo,7067,sabado,1,Pedro,Torres,la alegria,2,23,0.83,3.38,77.74,valencia,535
marzo,5815,domingo,3,Lucas,Soto,la alegria,2,92,0.83,3.38,310.96,caracas,535
enero,4309,miercoles,30,Valentina,Torres,el amor,0,7,1.25,3.24,22.68,cucuta,699
marzo,1125,miercoles,16,Samantha,Sanchez,el amor,7,12,0.52,4.78,57.36,san cristobal,695
marzo,6790,lunes,3,Sofía,Jimenez,el amor,6,26,0.65,4.25,110.5,valencia,695
marzo,6047,jueves,19,Valentina,Perez,el amor,5,6,1.23,1.96,11.76,caracas,695
marzo,8240,sabado,6,Juan,Gonzalez,el amor,0,50,1.25,3.24,162.0,cucuta,695
febrero,2977,miercoles,12,Valentina,Rodriguez,el amor,7,49,0.52,4.78,234.22,san cristobal,729
marzo,2743,viernes,30,Miguel,Perez,el amor,0,50,1.25,3.24,162.0,caracas,695
febrero,6047,viernes,27,Valentina,Perez,el amor,7,40,0.52,4.78,191.2,san cristobal,729
febrero,8023,martes,18,Valentina,Sanchez,el amor,1,39,0.87,4.34,169.26,caracas,729
febrero,2011,lunes,22,Miguel,Sanchez,el amor,4,67,1.8,4.88,326.96,cucuta,729
marzo,1879,viernes,11,Pedro,Garcia,el amor,7,16,0.52,4.78,76.48,valencia,695
enero,5774,miercoles,4,Mia,Rodriguez,el amor,5,74,1.23,1.96,145.04,cucuta,699
marzo,2743,martes,3,Miguel,Perez,el amor,1,56,0.87,4.34,243.04,valencia,695
enero,8452,jueves,16,Mia,Torres,el amor,3,17,1.69,4.74,80.58,caracas,699
enero,8472,viernes,11,Andrea,Torres,el amor,4,24,1.8,4.88,117.12,san cristobal,699
marzo,6091,lunes,17,Samantha,Jimenez,el amor,4,15,1.8,4.88,73.2,caracas,695
enero,2977,martes,12,Valentina,Rodriguez,el amor,7,7,0.52,4.78,33.46,valencia,699
febrero,8980,sabado,25,Valentina,Lopez,el amor,7,88,0.52,4.78,420.64,cucuta,729
marzo,4574,lunes,19,Sofía,Perez,el amor,0,100,1.25,3.24,324.0,san cristobal,695
febrero,9499,lunes,27,Isabella,Rodriguez,el amor,6,50,0.65,4.25,212.5,caracas,729
marzo,6630,jueves,13,Mia,Martinez,el amor,1,27,0.87,4.34,117.18,valencia,695
marzo,6790,jueves,16,Sofía,Jimenez,el amor,3,70,1.69,4.74,331.8,valencia,695
febrero,2011,jueves,22,Miguel,Sanchez,el amor,0,5,1.25,3.24,16.2,valencia,729
enero,8472,martes,3,Andrea,Torres,el amor,6,31,0.65,4.25,131.75,caracas,699
marzo,7805,sabado,27,Valentina,Soto,el amor,6,11,0.65,4.25,46.75,caracas,695
enero,6136,viernes,7,Andrea,Soto,el amor,3,64,1.69,4.74,303.36,cucuta,699
enero,4309,martes,27,Valentina,Torres,el amor,1,89,0.87,4.34,386.26,caracas,699
enero,8697,viernes,4,Sofía,Lopez,el amor,7,83,0.52,4.78,396.74,caracas,699
febrero,8718,domingo,15,Pedro,Jimenez,el amor,0,88,1.25,3.24,285.12,caracas,729
marzo,2519,sabado,14,Mia,Perez,el amor,1,70,0.87,4.34,303.8,valencia,695
febrero,1161,domingo,2,Isabella,Perez,el amor,2,2,0.83,3.38,6.76,cucuta,729
marzo,9184,lunes,6,Isabella,Torres,el amor,2,91,0.83,3.38,307.58,cucuta,695
enero,2519,sabado,12,Mia,Perez,el amor,1,19,0.87,4.34,82.46,cucuta,699
enero,5368,domingo,20,Miguel,Gonzalez,el amor,5,90,1.23,1.96,176.4,san cristobal,699
marzo,4053,lunes,21,Isabella,Martinez,el amor,4,28,1.8,4.88,136.64,caracas,695
enero,8240,sabado,27,Juan,Gonzalez,el amor,6,70,0.65,4.25,297.5,valencia,699
marzo,8376,domingo,13,Samantha,Gonzalez,el amor,3,55,1.69,4.74,260.7,cucuta,695
marzo,9401,miercoles,1,Sofía,Soto,el amor,7,5,0.52,4.78,23.9,valencia,695
enero,1469,viernes,24,Juan,Rodriguez,el amor,4,8,1.8,4.88,39.04,valencia,699
enero,1757,domingo,26,Miguel,Martinez,el amor,7,79,0.52,4.78,377.62,valencia,699
enero,6091,lunes,30,Samantha,Jimenez,el amor,0,64,1.25,3.24,207.36,caracas,699
febrero,7305,sabado,27,Miguel,Garcia,el amor,4,84,1.8,4.88,409.92,san cristobal,729
enero,9401,domingo,9,Sofía,Soto,el amor,7,87,0.52,4.78,415.86,cucuta,699
febrero,9731,lunes,15,Andrea,Gonzalez,el amor,2,18,0.83,3.38,60.84,valencia,729
marzo,2962,miercoles,18,Andrea,Garcia,el amor,0,66,1.25,3.24,213.84,san cristobal,695
febrero,1928,lunes,23,Lucas,Gonzalez,el amor,6,2,0.65,4.25,8.5,caracas,729
enero,7171,lunes,12,Sofía,Martinez,el amor,4,11,1.8,4.88,53.68,cucuta,699
enero,1879,miercoles,18,Pedro,Garcia,el amor,5,44,1.23,1.96,86.24,valencia,699
marzo,1757,miercoles,11,Miguel,Martinez,el amor,5,21,1.23,1.96,41.16,valencia,695
marzo,2608,sabado,18,Valentina,Gonzalez,el amor,7,64,0.52,4.78,305.92,san cristobal,695
marzo,8452,viernes,5,Mia,Torres,el oasis,7,19,0.52,4.78,90.82,caracas,794
enero,2678,viernes,1,Andrea,Sanchez,el oasis,6,5,0.65,4.25,21.25,valencia,585
marzo,1735,miercoles,12,Miguel,Soto,el oasis,3,19,1.69,4.74,90.06,caracas,794
marzo,6023,domingo,1,Lucas,Martinez,el oasis,4,21,1.8,4.88,102.48,cucuta,794
enero,2011,martes,12,Miguel,Sanchez,el oasis,4,45,1.8,4.88,219.6,valencia,585
enero,9178,sabado,3,Isabella,Lopez,el oasis,0,75,1.25,3.24,243.0,cucuta,585
enero,4480,jueves,29,Juan,Sanchez,el oasis,5,53,1.23,1.96,103.88,caracas,585
marzo,2608,lunes,28,Valentina,Gonzalez,el oasis,7,31,0.52,4.78,148.18,san cristobal,794
febrero,1125,viernes,7,Samantha,Sanchez,el oasis,5,15,1.23,1.96,29.4,caracas,659
febrero,9184,lunes,14,Isabella,Torres,el oasis,4,88,1.8,4.88,429.44,valencia,659
febrero,9771,martes,7,Valentina,Martinez,el oasis,4,17,1.8,4.88,82.96,caracas,659
enero,4235,jueves,7,Mia,Lopez,el oasis,5,100,1.23,1.96,196.0,caracas,585
enero,8778,jueves,4,Samantha,Perez,el oasis,1,33,0.87,4.34,143.22,caracas,585
marzo,8452,sabado,18,Mia,Torres,el oasis,0,59,1.25,3.24,191.16,san cristobal,794
enero,3635,jueves,16,Juan,Martinez,el oasis,0,55,1.25,3.24,178.2,valencia,585
febrero,4712,domingo,7,Pedro,Gonzalez,el oasis,2,40,0.83,3.38,135.2,caracas,659
enero,6333,domingo,23,Isabella,Garcia,el oasis,7,96,0.52,4.78,458.88,cucuta,585
marzo,7805,miercoles,10,Valentina,Soto,el oasis,3,88,1.69,4.74,417.12,cucuta,794
febrero,8697,domingo,3,Sofía,Lopez,el oasis,7,71,0.52,4.78,339.38,valencia,659
marzo,1876,viernes,28,Lucas,Lopez,el oasis,1,82,0.87,4.34,355.88,cucuta,794
enero,1928,sabado,30,Lucas,Gonzalez,el oasis,1,47,0.87,4.34,203.98,cucuta,585
enero,6091,jueves,21,Samantha,Jimenez,el oasis,0,57,1.25,3.24,184.68,cucuta,585
enero,9401,domingo,24,Sofía,Soto,el oasis,4,7,1.8,4.88,34.16,valencia,585
enero,3168,sabado,22,Samantha,Torres,el oasis,3,61,1.69,4.74,289.14,cucuta,585
febrero,1928,martes,12,Lucas,Gonzalez,el oasis,2,51,0.83,3.38,172.38,cucuta,659
marzo,9401,miercoles,20,Sofía,Soto,el oasis,6,66,0.65,4.25,280.5,valencia,794
febrero,8326,miercoles,2,Sofía,Garcia,el oasis,3,21,1.69,4.74,99.54,valencia,659
marzo,8247,domingo,10,Sofía,Gonzalez,el oasis,1,56,0.87,4.34,243.04,caracas,794
febrero,4712,sabado,5,Pedro,Gonzalez,el oasis,0,62,1.25,3.24,200.88,valencia,659
marzo,4480,martes,22,Juan,Sanchez,el oasis,1,36,0.87,4.34,156.24,cucuta,794
marzo,4712,sabado,20,Pedro,Gonzalez,el oasis,2,56,0.83,3.38,189.28,caracas,794
febrero,1788,martes,6,Miguel,Torres,el oasis,3,48,1.69,4.74,227.52,cucuta,659
enero,7955,miercoles,21,Pedro,Sanchez,el oasis,0,72,1.25,3.24,233.28,caracas,585
febrero,6715,sabado,12,Lucas,Perez,el oasis,0,72,1.25,3.24,233.28,valencia,659
febrero,9771,sabado,25,Valentina,Martinez,el oasis,7,98,0.52,4.78,468.44,valencia,659
febrero,8326,viernes,26,Sofía,Garcia,el oasis,1,58,0.87,4.34,251.72,valencia,659
marzo,2650,martes,26,Andrea,Jimenez,el oasis,7,26,0.52,4.78,124.28,caracas,794
febrero,6333,martes,15,Isabella,Garcia,el oasis,5,40,1.23,1.96,78.4,caracas,659
febrero,7751,domingo,24,Mia,Garcia,el oasis,5,33,1.23,1.96,64.68,caracas,659
enero,5368,lunes,22,Miguel,Gonzalez,el oasis,6,36,0.65,4.25,153.0,valencia,585
enero,2519,jueves,10,Mia,Perez,el oasis,2,69,0.83,3.38,233.22,caracas,585
marzo,4516,jueves,9,Samantha,Lopez,el oasis,5,61,1.23,1.96,119.56,cucuta,794
febrero,2519,viernes,12,Mia,Perez,el oasis,3,97,1.69,4.74,459.78,caracas,659
enero,6737,domingo,11,Miguel,Lopez,el oasis,0,29,1.25,3.24,93.96,san cristobal,585
febrero,6790,martes,23,Sofía,Jimenez,el oasis,7,35,0.52,4.78,167.3,cucuta,659
febrero,7211,miercoles,4,Sofía,Torres,el oasis,4,56,1.8,4.88,273.28,valencia,659
enero,6025,jueves,29,Samantha,Garcia,el oasis,5,33,1.23,1.96,64.68,valencia,585
marzo,1645,viernes,21,Juan,Garcia,el oasis,5,28,1.23,1.96,54.88,valencia,794
febrero,6091,martes,22,Samantha,Jimenez,el oasis,6,91,0.65,4.25,386.75,caracas,659
enero,8980,jueves,26,Valentina,Lopez,el oasis,1,88,0.87,4.34,381.92,valencia,585
enero,7805,jueves,17,Valentina,Soto,el poder,0,14,1.25,3.24,45.36,caracas,668
febrero,2608,jueves,1,Valentina,Gonzalez,el poder,7,4,0.52,4.78,19.12,valencia,742
enero,7171,jueves,29,Sofía,Martinez,el poder,3,55,1.69,4.74,260.7,valencia,668
enero,7242,viernes,7,Lucas,Jimenez,el poder,6,81,0.65,4.25,344.25,caracas,668
marzo,8517,sabado,26,Mia,Soto,el poder,7,15,0.52,4.78,71.7,caracas,601
enero,1788,domingo,20,Miguel,Torres,el poder,0,64,1.25,3.24,207.36,valencia,668
febrero,1876,domingo,4,Lucas,Lopez,el poder,4,16,1.8,4.88,78.08,cucuta,742
marzo,6091,lunes,2,Samantha,Jimenez,el poder,7,2,0.52,4.78,9.56,cucuta,601
enero,7618,lunes,18,Pedro,Soto,el poder,3,17,1.69,4.74,80.58,san cristobal,668
febrero,9619,martes,27,Miguel,Jimenez,el poder,0,22,1.25,3.24,71.28,valencia,742
marzo,1886,sabado,18,Juan,Lopez,el poder,4,7,1.8,4.88,34.16,caracas,601
enero,8377,domingo,22,Mia,Jimenez,el poder,2,88,0.83,3.38,297.44,cucuta,668
marzo,2011,martes,11,Miguel,Sanchez,el poder,6,2,0.65,4.25,8.5,caracas,601
febrero,1757,lunes,15,Miguel,Martinez,el poder,3,69,1.69,4.74,327.06,valencia,742
enero,6091,sabado,5,Samantha,Jimenez,el poder,7,35,0.52,4.78,167.3,valencia,668
febrero,1656,jueves,6,Andrea,Perez,el poder,4,75,1.8,4.88,366.0,caracas,742
febrero,8718,miercoles,3,Pedro,Jimenez,el poder,5,64,1.23,1.96,125.44,valencia,742
enero,8240,domingo,13,Juan,Gonzalez,el poder,3,21,1.69,4.74,99.54,caracas,668
marzo,3633,miercoles,10,Pedro,Rodriguez,el poder,6,31,0.65,4.25,131.75,valencia,601
febrero,8718,sabado,28,Pedro,Jimenez,el poder,5,16,1.23,1.96,31.36,cucuta,742
enero,6737,lunes,2,Miguel,Lopez,el poder,6,74,0.65,4.25,314.5,san cristobal,668
enero,4179,jueves,12,Valentina,Jimenez,el poder,3,60,1.69,4.74,284.4,cucuta,668
febrero,2678,viernes,6,Andrea,Sanchez,el poder,4,83,1.8,4.88,405.04,san cristobal,742
marzo,6023,sabado,18,Lucas,Martinez,el poder,6,62,0.65,4.25,263.5,valencia,601
enero,2977,domingo,15,Valentina,Rodriguez,el poder,0,94,1.25,3.24,304.56,cucuta,668
marzo,8247,jueves,14,Sofía,Gonzalez,el poder,3,99,1.69,4.74,469.26,valencia,601
marzo,4235,martes,2,Mia,Lopez,el poder,4,93,1.8,4.88,453.84,caracas,601
marzo,1886,miercoles,16,Juan,Lopez,el poder,6,20,0.65,4.25,85.0,valencia,601
enero,7751,martes,29,Mia,Garcia,el poder,5,9,1.23,1.96,17.64,cucuta,668
marzo,7522,martes,11,Samantha,Soto,el poder,6,66,0.65,4.25,280.5,caracas,601
febrero,9771,domingo,5,Valentina,Martinez,el poder,4,21,1.8,4.88,102.48,cucuta,742
febrero,7751,miercoles,7,Mia,Garcia,el poder,6,20,0.65,4.25,85.0,valencia,742
enero,8376,miercoles,25,Samantha,Gonzalez,el poder,0,93,1.25,3.24,301.32,san cristobal,668
marzo,4480,miercoles,27,Juan,Sanchez,el poder,0,61,1.25,3.24,197.64,caracas,601
febrero,4530,lunes,4,Sofía,Rodriguez,el poder,0,94,1.25,3.24,304.56,san cristobal,742
febrero,7167,martes,12,Isabella,Gonzalez,el poder,2,23,0.83,3.38,77.74,caracas,742
febrero,6136,sabado,11,Andrea,Soto,el poder,1,15,0.87,4.34,65.1,valencia,742
marzo,1212,jueves,8,Miguel,Rodriguez,el poder,3,58,1.69,4.74,274.92,san cristobal,601
enero,3289,viernes,21,Pedro,Martinez,el poder,2,76,0.83,3.38,256.88,san cristobal,668
enero,8452,miercoles,1,Mia,Torres,el poder,6,90,0.65,4.25,382.5,valencia,668
marzo,1656,domingo,29,Andrea,Perez,el poder,4,7,1.8,4.88,34.16,caracas,601
enero,5774,martes,4,Mia,Rodriguez,el poder,7,84,0.52,4.78,401.52,san cristobal,668
marzo,8240,martes,19,Juan,Gonzalez,el poder,4,42,1.8,4.88,204.96,san cristobal,601
enero,9731,sabado,18,Andrea,Gonzalez,el poder,7,11,0.52,4.78,52.58,san cristobal,668
marzo,8452,jueves,5,Mia,Torres,el poder,5,26,1.23,1.96,50.96,cucuta,601
marzo,8517,domingo,14,Mia,Soto,el poder,5,53,1.23,1.96,103.88,valencia,601
marzo,1788,jueves,10,Miguel,Torres,el poder,7,85,0.52,4.78,406.3,san cristobal,601
febrero,9499,martes,10,Isabella,Rodriguez,el poder,1,95,0.87,4.34,412.3,san cristobal,742
enero,8023,jueves,23,Valentina,Sanchez,el poder,1,70,0.87,4.34,303.8,valencia,668
marzo,6023,lunes,24,Lucas,Martinez,el poder,4,26,1.8,4.88,126.88,san cristobal,601
febrero,2678,martes,5,Andrea,Sanchez,la gloria,4,85,1.8,4.88,414.8,caracas,792
marzo,9728,miercoles,30,Juan,Jimenez,la gloria,1,31,0.87,4.34,134.54,cucuta,703
enero,8326,martes,22,Sofía,Garcia,la gloria,1,77,0.87,4.34,334.18,caracas,637
febrero,3168,sabado,15,Samantha,Torres,la gloria,7,42,0.52,4.78,200.76,san cristobal,792
febrero,8182,domingo,14,Juan,Torres,la gloria,4,60,1.8,4.88,292.8,san cristobal,792
febrero,1887,viernes,28,Pedro,Lopez,la gloria,7,45,0.52,4.78,215.1,cucuta,792
enero,7819,domingo,13,Mia,Sanchez,la gloria,1,57,0.87,4.34,247.38,caracas,637
marzo,9619,jueves,13,Miguel,Jimenez,la gloria,1,14,0.87,4.34,60.76,caracas,703
febrero,7618,martes,15,Pedro,Soto,la gloria,6,3,0.65,4.25,12.75,cucuta,792
enero,5368,domingo,16,Miguel,Gonzalez,la gloria,4,11,1.8,4.88,53.68,caracas,637
marzo,1067,sabado,22,Lucas,Garcia,la gloria,4,53,1.8,4.88,258.64,san cristobal,703
marzo,7805,jueves,9,Valentina,Soto,la gloria,3,58,1.69,4.74,274.92,valencia,703
febrero,3168,domingo,13,Samantha,Torres,la gloria,1,63,0.87,4.34,273.42,san cristobal,792
marzo,7522,miercoles,28,Samantha,Soto,la gloria,4,48,1.8,4.88,234.24,san cristobal,703
enero,2977,martes,16,Valentina,Rodriguez,la gloria,1,83,0.87,4.34,360.22,san cristobal,637
febrero,4712,sabado,6,Pedro,Gonzalez,la gloria,0,59,1.25,3.24,191.16,caracas,792
enero,7171,jueves,6,Sofía,Martinez,la gloria,3,81,1.69,4.74,383.94,valencia,637
febrero,9512,martes,19,Samantha,Martinez,la gloria,7,83,0.52,4.78,396.74,san cristobal,792
febrero,4574,domingo,15,Sofía,Perez,la gloria,1,44,0.87,4.34,190.96,valencia,792
febrero,4516,martes,27,Samantha,Lopez,la gloria,5,40,1.23,1.96,78.4,cucuta,792
marzo,6790,sabado,23,Sofía,Jimenez,la gloria,3,14,1.69,4.74,66.36,cucuta,703
enero,9771,martes,11,Valentina,Martinez,la gloria,2,71,0.83,3.38,239.98,caracas,637
marzo,2977,martes,7,Valentina,Rodriguez,la gloria,0,54,1.25,3.24,174.96,san cristobal,703
febrero,4712,lunes,10,Pedro,Gonzalez,la gloria,7,21,0.52,4.78,100.38,san cristobal,792
enero,8517,viernes,26,Mia,Soto,la gloria,7,40,0.52,4.78,191.2,caracas,637
marzo,9184,domingo,29,Isabella,Torres,la gloria,1,28,0.87,4.34,121.52,caracas,703
marzo,2608,sabado,17,Valentina,Gonzalez,la gloria,1,8,0.87,4.34,34.72,valencia,703
febrero,2962,miercoles,16,Andrea,Garcia,la gloria,6,24,0.65,4.25,102.0,valencia,792
enero,2977,lunes,4,Valentina,Rodriguez,la gloria,2,12,0.83,3.38,40.56,cucuta,637
febrero,9401,lunes,17,Sofía,Soto,la gloria,7,33,0.52,4.78,157.74,caracas,792
enero,7067,viernes,5,Pedro,Torres,la gloria,5,14,1.23,1.96,27.44,valencia,637
febrero,2962,jueves,13,Andrea,Garcia,la gloria,7,16,0.52,4.78,76.48,cucuta,792
febrero,9499,jueves,11,Isabella,Rodriguez,la gloria,1,69,0.87,4.34,299.46,valencia,792
enero,3635,miercoles,6,Juan,Martinez,la gloria,4,22,1.8,4.88,107.36,valencia,637
marzo,9184,martes,8,Isabella,Torres,la gloria,7,24,0.52,4.78,114.72,cucuta,703
enero,5774,lunes,10,Mia,Rodriguez,la gloria,1,3,0.87,4.34,13.02,caracas,637
enero,9619,martes,10,Miguel,Jimenez,la gloria,4,69,1.8,4.88,336.72,cucuta,637
febrero,1244,jueves,23,Valentina,Garcia,la gloria,7,5,0.52,4.78,23.9,cucuta,792
febrero,4521,viernes,8,Isabella,Sanchez,la gloria,4,21,1.8,4.88,102.48,valencia,792
marzo,2678,miercoles,25,Andrea,Sanchez,la gloria,6,94,0.65,4.25,399.5,san cristobal,703
marzo,1244,miercoles,14,Valentina,Garcia,la gloria,4,11,1.8,4.88,53.68,caracas,703
marzo,1879,jueves,6,Pedro,Garcia,la gloria,3,17,1.69,4.74,80.58,valencia,703
enero,4530,sabado,14,Sofía,Rodriguez,la gloria,2,44,0.83,3.38,148.72,caracas,637
febrero,6270,sabado,24,Sofía,Sanchez,la gloria,6,14,0.65,4.25,59.5,valencia,792
marzo,2608,viernes,10,Valentina,Gonzalez,la gloria,0,92,1.25,3.24,298.08,valencia,703
enero,1757,lunes,21,Miguel,Martinez,la gloria,1,97,0.87,4.34,420.98,valencia,637
febrero,4053,viernes,26,Isabella,Martinez,la gloria,3,38,1.69,4.74,180.12,cucuta,792
marzo,9771,miercoles,18,Valentina,Martinez,la gloria,0,82,1.25,3.24,265.68,san cristobal,703
enero,4309,lunes,14,Valentina,Torres,la gloria,2,64,0.83,3.38,216.32,valencia,637
febrero,8778,viernes,27,Samantha,Perez,la gloria,6,40,0.65,4.25,170.0,san cristobal,792
enero,6047,miercoles,13,Valentina,Perez,la fortuna,6,82,0.65,4.25,348.5,valencia,742
marzo,8377,viernes,13,Mia,Jimenez,la fortuna,3,5,1.69,4.74,23.7,san cristobal,788
marzo,6270,jueves,28,Sofía,Sanchez,la fortuna,7,3,0.52,4.78,14.34,valencia,788
marzo,8326,domingo,9,Sofía,Garcia,la fortuna,7,61,0.52,4.78,291.58,cucuta,788
marzo,1887,sabado,18,Pedro,Lopez,la fortuna,1,78,0.87,4.34,338.52,valencia,788
marzo,1886,lunes,9,Juan,Lopez,la fortuna,4,5,1.8,4.88,24.4,valencia,788
marzo,7118,lunes,29,Pedro,Perez,la fortuna,7,88,0.52,4.78,420.64,san cristobal,788
febrero,8452,sabado,4,Mia,Torres,la fortuna,6,94,0.65,4.25,399.5,cucuta,739
febrero,2608,jueves,18,Valentina,Gonzalez,la fortuna,0,66,1.25,3.24,213.84,valencia,739
febrero,4521,miercoles,8,Isabella,Sanchez,la fortuna,4,36,1.8,4.88,175.68,caracas,739
enero,9512,lunes,23,Samantha,Martinez,la fortuna,7,24,0.52,4.78,114.72,valencia,742
febrero,1928,jueves,19,Lucas,Gonzalez,la fortuna,5,30,1.23,1.96,58.8,san cristobal,739
marzo,4712,jueves,2,Pedro,Gonzalez,la fortuna,1,87,0.87,4.34,377.58,caracas,788
febrero,4053,miercoles,13,Isabella,Martinez,la fortuna,6,88,0.65,4.25,374.0,san cristobal,739
marzo,4530,sabado,2,Sofía,Rodriguez,la fortuna,7,98,0.52,4.78,468.44,cucuta,788
marzo,3635,domingo,13,Juan,Martinez,la fortuna,3,87,1.69,4.74,412.38,caracas,788
enero,4712,martes,9,Pedro,Gonzalez,la fortuna,3,73,1.69,4.74,346.02,caracas,742
febrero,1876,jueves,21,Lucas,Lopez,la fortuna,1,11,0.87,4.34,47.74,caracas,739
febrero,7211,martes,11,Sofía,Torres,la fortuna,0,87,1.25,3.24,281.88,cucuta,739
marzo,2650,sabado,11,Andrea,Jimenez,la fortuna,4,9,1.8,4.88,43.92,san cristobal,788
febrero,7167,sabado,13,Isabella,Gonzalez,la fortuna,7,40,0.52,4.78,191.2,san cristobal,739
febrero,9731,domingo,5,Andrea,Gonzalez,la fortuna,1,21,0.87,4.34,91.14,cucuta,739
enero,1879,martes,28,Pedro,Garcia,la fortuna,2,23,0.83,3.38,77.74,valencia,742
febrero,8326,miercoles,28,Sofía,Garcia,la fortuna,5,28,1.23,1.96,54.88,cucuta,739
enero,4530,miercoles,26,Sofía,Rodriguez,la fortuna,2,82,0.83,3.38,277.16,cucuta,742
febrero,1469,jueves,16,Juan,Rodriguez,la fortuna,6,38,0.65,4.25,161.5,caracas,739
marzo,8472,domingo,1,Andrea,Torres,la fortuna,7,93,0.52,4.78,444.54,cucuta,788
febrero,8718,domingo,24,Pedro,Jimenez,la fortuna,1,96,0.87,4.34,416.64,caracas,739
febrero,1589,viernes,6,Andrea,Martinez,la fortuna,3,65,1.69,4.74,308.1,cucuta,739
enero,1788,jueves,3,Miguel,Torres,la fortuna,5,68,1.23,1.96,133.28,caracas,742
marzo,7955,lunes,27,Pedro,Sanchez,la fortuna,6,80,0.65,4.25,340.0,valencia,788
enero,7955,viernes,22,Pedro,Sanchez,la fortuna,6,85,0.65,4.25,361.25,cucuta,742
febrero,6047,domingo,24,Valentina,Perez,la fortuna,2,3,0.83,3.38,10.14,valencia,739
febrero,1469,viernes,6,Juan,Rodriguez,la fortuna,7,67,0.52,4.78,320.26,san cristobal,739
febrero,7305,lunes,14,Miguel,Garcia,la fortuna,7,93,0.52,4.78,444.54,san cristobal,739
marzo,8376,jueves,21,Samantha,Gonzalez,la fortuna,6,54,0.65,4.25,229.5,san cristobal,788
febrero,5774,jueves,22,Mia,Rodriguez,la fortuna,7,72,0.52,4.78,344.16,valencia,739
febrero,6136,viernes,25,Andrea,Soto,la fortuna,3,76,1.69,4.74,360.24,cucuta,739
febrero,4516,martes,11,Samantha,Lopez,la fortuna,2,12,0.83,3.38,40.56,caracas,739
marzo,2962,viernes,7,Andrea,Garcia,la fortuna,5,12,1.23,1.96,23.52,caracas,788
enero,1212,martes,22,Miguel,Rodriguez,la fortuna,5,31,1.23,1.96,60.76,caracas,742
marzo,1735,jueves,16,Miguel,Soto,la fortuna,4,90,1.8,4.88,439.2,valencia,788
enero,1735,domingo,24,Miguel,Soto,la fortuna,2,18,0.83,3.38,60.84,caracas,742
marzo,7522,viernes,23,Samantha,Soto,la fortuna,3,92,1.69,4.74,436.08,valencia,788
enero,3168,lunes,1,Samantha,Torres,la fortuna,2,39,0.83,3.38,131.82,san cristobal,742
enero,8517,domingo,21,Mia,Soto,la fortuna,5,35,1.23,1.96,68.6,san cristobal,742
marzo,1879,miercoles,25,Pedro,Garcia,la fortuna,1,80,0.87,4.34,347.2,cucuta,788
marzo,1378,sabado,24,Andrea,Rodriguez,la fortuna,2,88,0.83,3.38,297.44,caracas,788
febrero,8376,jueves,10,Samantha,Gonzalez,la fortuna,2,27,0.83,3.38,91.26,cucuta,739
febrero,1212,jueves,18,Miguel,Rodriguez,la fortuna,1,28,0.87,4.34,121.52,san cristobal,739
marzo,5368,lunes,24,Miguel,Gonzalez,el exito,4,95,1.8,4.88,463.6,caracas,756
febrero,6630,viernes,13,Mia,Martinez,el exito,3,39,1.69,4.74,184.86,valencia,771
febrero,8980,sabado,6,Valentina,Lopez,el exito,1,31,0.87,4.34,134.54,cucuta,771
enero,1161,domingo,21,Isabella,Perez,el exito,2,26,0.83,3.38,87.88,cucuta,562
marzo,7167,domingo,29,Isabella,Gonzalez,el exito,5,30,1.23,1.96,58.8,caracas,756
marzo,8376,martes,27,Samantha,Gonzalez,el exito,3,80,1.69,4.74,379.2,valencia,756
marzo,1589,jueves,18,Andrea,Martinez,el exito,7,81,0.52,4.78,387.18,san cristobal,756
febrero,8697,sabado,23,Sofía,Lopez,el exito,6,81,0.65,4.25,344.25,valencia,771
febrero,8472,domingo,14,Andrea,Torres,el exito,3,20,1.69,4.74,94.8,caracas,771
enero,1589,domingo,9,Andrea,Martinez,el exito,6,29,0.65,4.25,123.25,cucuta,562
marzo,8326,miercoles,1,Sofía,Garcia,el exito,5,67,1.23,1.96,131.32,valencia,756
febrero,2519,lunes,11,Mia,Perez,el exito,5,56,1.23,1.96,109.76,caracas,771
febrero,7211,sabado,13,Sofía,Torres,el exito,6,56,0.65,4.25,238.0,cucuta,771
marzo,8517,martes,3,Mia,Soto,el exito,0,65,1.25,3.24,210.6,san cristobal,756
enero,6715,domingo,24,Lucas,Perez,el exito,5,4,1.23,1.96,7.84,cucuta,562
enero,9619,domingo,23,Miguel,Jimenez,el exito,0,43,1.25,3.24,139.32,caracas,562
enero,1212,martes,12,Miguel,Rodriguez,el exito,7,62,0.52,4.78,296.36,san cristobal,562
enero,8517,viernes,12,Mia,Soto,el exito,4,12,1.8,4.88,58.56,caracas,562
enero,8247,domingo,30,Sofía,Gonzalez,el exito,7,55,0.52,4.78,262.9,valencia,562
enero,1589,viernes,11,Andrea,Martinez,el exito,1,75,0.87,4.34,325.5,san cristobal,562
